chr	start	end	ATAC	CTCF	REST	EP300
chr22	20703000	20703200	B	B	U	U
chr22	20707600	20707800	U	B	U	U
chr22	20707800	20708000	U	B	U	U
chr22	20917000	20917200	B	B	U	B
chr22	20947000	20947200	U	B	U	U
chr22	20986800	20987000	U	B	U	U
chr22	20988800	20989000	B	B	U	U
chr22	21001000	21001200	B	B	U	B
chr22	21001800	21002000	B	B	U	U
chr22	21003000	21003200	U	B	U	U
chr22	21014400	21014600	B	B	U	B
chr22	21056800	21057000	B	B	B	B
chr22	21068600	21068800	U	B	B	U
chr22	21102000	21102200	U	B	U	U
chr22	21591600	21591800	U	B	U	U
chr22	21593800	21594000	B	B	U	U
chr22	21607000	21607200	B	B	U	U
chr22	21624000	21624200	B	B	U	B
chr22	21628600	21628800	B	B	U	U
chr22	21632400	21632600	B	B	U	U
chr22	21641400	21641600	B	B	U	U
chr22	21641600	21641800	B	B	U	U
chr22	21646600	21646800	B	B	U	B
chr22	21652000	21652200	B	B	U	U
chr22	21946600	21946800	B	B	U	U
chr22	21972400	21972600	B	B	B	U
chr22	22164800	22165000	B	B	U	U
chr22	22235800	22236000	B	B	B	U
chr22	22298400	22298600	B	B	B	U
chr22	22348200	22348400	B	B	U	U
chr22	22369200	22369400	U	B	U	U
chr22	22403800	22404000	B	B	U	U
chr22	22409400	22409600	B	B	U	U
chr22	22431600	22431800	B	B	B	U
chr22	22466400	22466600	U	B	U	U
chr22	22697600	22697800	B	B	U	U
chr22	22745800	22746000	B	B	B	U
chr22	22768000	22768200	B	B	U	U
chr22	23071200	23071400	U	B	U	U
chr22	23075600	23075800	U	B	U	U
chr22	23078200	23078400	U	B	U	U
chr22	23156400	23156600	B	B	U	U
chr22	23275600	23275800	U	B	U	U
chr22	23290000	23290200	B	B	U	U
chr22	24189800	24190000	B	B	B	U
chr22	24407000	24407200	B	B	U	U
chr22	24525600	24525800	B	B	U	U
chr22	24772600	24772800	U	B	B	U
chr22	25028800	25029000	B	B	B	U
chr22	25060800	25061000	U	B	U	U
chr22	25110800	25111000	B	B	U	U
chr22	25111000	25111200	B	B	U	U
chr22	25427000	25427200	U	B	U	U
chr22	25462600	25462800	B	B	B	U
chr22	25544200	25544400	U	B	U	U
chr22	26259600	26259800	U	B	B	U
chr22	26331000	26331200	B	B	B	U
chr22	26756800	26757000	B	B	B	U
chr22	27603600	27603800	U	B	B	U
chr22	27804800	27805000	B	B	B	U
chr22	27937400	27937600	U	B	U	U
chr22	28009400	28009600	B	B	B	U
chr22	29195400	29195600	B	B	B	U
chr22	29206200	29206400	B	B	U	U
chr22	29307600	29307800	B	B	U	U
chr22	29313400	29313600	U	B	U	U
chr22	29395200	29395400	B	B	B	U
chr22	29427000	29427200	U	B	U	U
chr22	29427200	29427400	U	B	U	U
chr22	29470400	29470600	B	B	B	U
chr22	30089000	30089200	U	B	B	U
chr22	30287000	30287200	B	B	B	U
chr22	30532000	30532200	U	B	U	U
chr22	30626600	30626800	U	B	U	U
chr22	30634600	30634800	B	B	B	U
chr22	30667600	30667800	B	B	U	U
chr22	30754800	30755000	U	B	U	U
chr22	30890800	30891000	B	B	B	U
chr22	30947800	30948000	U	B	U	U
chr22	31085200	31085400	B	B	B	U
chr22	31231400	31231600	B	B	B	U
chr22	31490600	31490800	B	B	U	U
chr22	31496200	31496400	B	B	U	U
chr22	31556800	31557000	B	B	U	U
chr22	31970200	31970400	B	B	B	U
chr22	31970600	31970800	B	B	U	U
chr22	31970800	31971000	B	B	U	U
chr22	32266200	32266400	B	B	U	U
chr22	32378800	32379000	B	B	B	U
chr22	32413800	32414000	U	B	U	U
chr22	32794800	32795000	U	B	U	U
chr22	33203200	33203400	U	B	B	U
chr22	33210200	33210400	B	B	U	U
chr22	34804600	34804800	U	B	U	U
chr22	34804800	34805000	U	B	U	U
chr22	34842600	34842800	U	B	U	U
chr22	35150600	35150800	B	B	B	U
chr22	35155400	35155600	B	B	U	U
chr22	35619600	35619800	U	B	U	U
chr22	35761200	35761400	U	B	U	U
chr22	35921800	35922000	B	B	B	U
chr22	36066200	36066400	B	B	B	U
chr22	36286400	36286600	B	B	B	U
chr22	36286600	36286800	B	B	B	U
chr22	36301400	36301600	B	B	B	U
chr22	36314200	36314400	U	B	U	U
chr22	36334200	36334400	B	B	B	U
chr22	36454800	36455000	B	B	B	U
chr22	36570200	36570400	B	B	U	U
chr22	36929400	36929600	U	B	U	U
chr22	36978200	36978400	B	B	B	U
chr22	36991400	36991600	U	B	U	U
chr22	37044000	37044200	B	B	B	U
chr22	37046200	37046400	U	B	U	U
chr22	37126800	37127000	U	B	U	U
chr22	37200800	37201000	U	B	U	U
chr22	37259600	37259800	B	B	U	U
chr22	37316800	37317000	B	B	B	U
chr22	37331800	37332000	U	B	U	U
chr22	37567400	37567600	B	B	B	U
chr22	37965400	37965600	B	B	B	U
chr22	37983200	37983400	B	B	U	U
chr22	38043600	38043800	U	B	U	U
chr22	38052200	38052400	B	B	B	U
chr22	38222200	38222400	U	B	U	U
chr22	38298400	38298600	B	B	B	U
chr22	38298600	38298800	B	B	B	U
chr22	38461600	38461800	B	B	U	U
chr22	38468400	38468600	B	B	U	U
chr22	38927400	38927600	U	B	U	U
chr22	38965600	38965800	B	B	U	U
chr22	38973600	38973800	B	B	U	U
chr22	39014000	39014200	B	B	B	B
chr22	39014200	39014400	B	B	B	U
chr22	39212800	39213000	B	B	U	U
chr22	39446400	39446600	B	B	U	U
chr22	39514600	39514800	U	B	B	U
chr22	39519600	39519800	B	B	U	U
chr22	39529400	39529600	B	B	B	B
chr22	40024800	40025000	B	B	B	U
chr22	40156000	40156200	B	B	B	B
chr22	40193800	40194000	U	B	U	U
chr22	40437000	40437200	B	B	B	U
chr22	40683200	40683400	B	B	B	B
chr22	40819000	40819200	B	B	U	U
chr22	40922800	40923000	U	B	B	U
chr22	41022400	41022600	B	B	B	U
chr22	41301600	41301800	B	B	U	U
chr22	41533200	41533400	B	B	B	U
chr22	41597400	41597600	B	B	B	U
chr22	41763200	41763400	B	B	U	U
chr22	41822800	41823000	B	B	B	U
chr22	41857800	41858000	B	B	B	U
chr22	42169200	42169400	B	B	B	U
chr22	42278400	42278600	U	B	B	U
chr22	42444400	42444600	B	B	B	B
chr22	42615000	42615200	B	B	U	B
chr22	42632000	42632200	U	B	U	U
chr22	42794800	42795000	U	B	U	U
chr22	42903200	42903400	U	B	U	U
chr22	43187600	43187800	B	B	U	U
chr22	43197200	43197400	U	B	U	U
chr22	43388400	43388600	B	B	B	U
chr22	43537200	43537400	U	B	U	U
chr22	43592600	43592800	U	B	U	U
chr22	43885200	43885400	B	B	U	U
chr22	43946600	43946800	B	B	U	U
chr22	43993400	43993600	B	B	B	U
chr22	44669600	44669800	B	B	U	U
chr22	44735800	44736000	B	B	B	U
chr22	45192600	45192800	B	B	B	U
chr22	45645600	45645800	B	B	B	U
chr22	45645800	45646000	B	B	B	U
chr22	45978800	45979000	B	B	B	U
chr22	46027400	46027600	U	B	U	U
chr22	46131200	46131400	B	B	B	U
chr22	46355400	46355600	B	B	B	U
chr22	46355600	46355800	B	B	B	U
chr22	46367600	46367800	B	B	B	U
chr22	46542400	46542600	B	B	B	U
chr22	46635800	46636000	B	B	U	U
chr22	46693600	46693800	U	B	U	U
chr22	46845600	46845800	U	B	U	U
chr22	46878800	46879000	B	B	U	U
chr22	46931400	46931600	U	B	U	U
chr22	47434600	47434800	U	B	U	U
chr22	47515800	47516000	U	B	U	U
chr22	47776400	47776600	U	B	U	U
chr22	48492400	48492600	B	B	B	U
chr22	49701800	49702000	U	B	U	U
chr22	49993600	49993800	B	B	B	U
chr22	50149400	50149600	B	B	B	U
chr22	50327200	50327400	B	B	B	U
chr22	50626000	50626200	U	B	U	U
chr22	50626200	50626400	U	B	U	U
chr22	10510600	10510800	U	U	U	U
chr22	10517600	10517800	U	U	U	U
chr22	10519200	10519400	U	U	U	U
chr22	10519400	10519600	U	U	U	U
chr22	10521600	10521800	U	U	U	U
chr22	10524400	10524600	U	U	U	U
chr22	10524800	10525000	U	U	U	U
chr22	10525000	10525200	U	U	U	U
chr22	10528200	10528400	U	U	U	U
chr22	10533600	10533800	U	U	U	U
chr22	10538800	10539000	U	U	U	U
chr22	10540000	10540200	U	U	U	U
chr22	10540200	10540400	U	U	U	U
chr22	10540400	10540600	U	U	U	U
chr22	10540600	10540800	U	U	U	U
chr22	10540800	10541000	U	U	U	U
chr22	10547800	10548000	U	U	U	U
chr22	10548200	10548400	U	U	U	U
chr22	10548400	10548600	U	U	U	U
chr22	10550200	10550400	U	U	U	U
chr22	10550600	10550800	U	U	U	U
chr22	10552800	10553000	U	U	U	U
chr22	10555800	10556000	U	U	U	U
chr22	10558000	10558200	U	U	U	U
chr22	10569200	10569400	U	U	U	U
chr22	10569400	10569600	U	U	U	U
chr22	10570200	10570400	U	U	U	U
chr22	10571000	10571200	U	U	U	U
chr22	10579800	10580000	U	U	U	U
chr22	10580000	10580200	U	U	U	U
chr22	10582800	10583000	U	U	U	U
chr22	10589000	10589200	U	U	U	U
chr22	10591000	10591200	U	U	U	U
chr22	10591400	10591600	U	U	U	U
chr22	10591600	10591800	U	U	U	U
chr22	10596400	10596600	U	U	U	U
chr22	10600400	10600600	U	U	U	U
chr22	10606200	10606400	U	U	U	U
chr22	10607000	10607200	U	U	U	U
chr22	10609200	10609400	U	U	U	U
chr22	10612800	10613000	U	U	U	U
chr22	10613000	10613200	U	U	U	U
chr22	10619800	10620000	U	U	U	U
chr22	10621000	10621200	U	U	U	U
chr22	10621400	10621600	U	U	U	U
chr22	10622200	10622400	U	U	U	U
chr22	10626000	10626200	U	U	U	U
chr22	10626200	10626400	U	U	U	U
chr22	10627200	10627400	U	U	U	U
chr22	10646000	10646200	U	U	U	U
chr22	10646200	10646400	U	U	U	U
chr22	10647000	10647200	U	U	U	U
chr22	10649800	10650000	U	U	U	U
chr22	10651000	10651200	U	U	U	U
chr22	10652800	10653000	U	U	U	U
chr22	10657400	10657600	U	U	U	U
chr22	10661200	10661400	U	U	U	U
chr22	10665000	10665200	U	U	U	U
chr22	10669000	10669200	U	U	U	U
chr22	10670800	10671000	U	U	U	U
chr22	10671800	10672000	U	U	U	U
chr22	10685200	10685400	U	U	U	U
chr22	10686200	10686400	U	U	U	U
chr22	10686400	10686600	U	U	U	U
chr22	10695400	10695600	U	U	U	U
chr22	10698000	10698200	U	U	U	U
chr22	10698600	10698800	U	U	U	U
chr22	10700800	10701000	U	U	U	U
chr22	10705400	10705600	U	U	U	U
chr22	10705800	10706000	U	U	U	U
chr22	10710600	10710800	U	U	U	U
chr22	10712000	10712200	U	U	U	U
chr22	10715800	10716000	U	U	U	U
chr22	10741400	10741600	U	U	U	U
chr22	10742800	10743000	U	U	U	U
chr22	10743200	10743400	U	U	U	U
chr22	10745600	10745800	U	U	U	U
chr22	10748200	10748400	U	U	U	U
chr22	10748400	10748600	U	U	U	U
chr22	10752600	10752800	U	U	U	U
chr22	10753000	10753200	U	U	U	U
chr22	10755200	10755400	U	U	U	U
chr22	10762600	10762800	U	U	U	U
chr22	10762800	10763000	U	U	U	U
chr22	10763000	10763200	U	U	U	U
chr22	10774200	10774400	U	U	U	U
chr22	10774800	10775000	U	U	U	U
chr22	10778400	10778600	U	U	U	U
chr22	10835200	10835400	U	U	U	U
chr22	10836000	10836200	U	U	U	U
chr22	10836200	10836400	U	U	U	U
chr22	10842000	10842200	U	U	U	U
chr22	10842200	10842400	U	U	U	U
chr22	10845600	10845800	U	U	U	U
chr22	10846600	10846800	U	U	U	U
chr22	10846800	10847000	U	U	U	U
chr22	10847000	10847200	U	U	U	U
chr22	10855400	10855600	U	U	U	U
chr22	10855800	10856000	U	U	U	U
chr22	10858600	10858800	U	U	U	U
chr22	10866200	10866400	U	U	U	U
chr22	10871200	10871400	U	U	U	U
chr22	10872000	10872200	U	U	U	U
chr22	10872800	10873000	U	U	U	U
chr22	10934800	10935000	U	U	U	U
chr22	10935600	10935800	U	U	U	U
chr22	10938800	10939000	U	U	U	U
chr22	10939600	10939800	U	U	U	U
chr22	10939800	10940000	U	U	U	U
chr22	10940000	10940200	U	U	U	U
chr22	10943200	10943400	U	U	U	U
chr22	10946600	10946800	U	U	U	U
chr22	10948000	10948200	U	U	U	U
chr22	10954000	10954200	U	U	U	U
chr22	10958600	10958800	U	U	U	U
chr22	10963400	10963600	U	U	U	U
chr22	10964200	10964400	U	U	U	U
chr22	10966400	10966600	U	U	U	U
chr22	11017400	11017600	U	U	U	U
chr22	11018800	11019000	U	U	U	U
chr22	11025800	11026000	U	U	U	U
chr22	11046000	11046200	U	U	U	U
chr22	11054000	11054200	U	U	U	U
chr22	11055200	11055400	U	U	U	U
chr22	11124600	11124800	U	U	U	U
chr22	11142800	11143000	U	U	U	U
chr22	11144000	11144200	U	U	U	U
chr22	11146200	11146400	U	U	U	U
chr22	11248600	11248800	U	U	U	U
chr22	11248800	11249000	U	U	U	U
chr22	11259800	11260000	U	U	U	U
chr22	11279000	11279200	U	U	U	U
chr22	11279600	11279800	U	U	U	U
chr22	11284600	11284800	U	U	U	U
chr22	11285600	11285800	B	U	U	U
chr22	11298600	11298800	U	U	U	U
chr22	11305200	11305400	U	U	U	U
chr22	11351600	11351800	U	U	U	U
chr22	11351800	11352000	U	U	U	U
chr22	11352600	11352800	U	U	U	U
chr22	11354800	11355000	U	U	U	U
chr22	11356800	11357000	U	U	U	U
chr22	11437600	11437800	U	U	U	U
chr22	11475200	11475400	U	U	U	U
chr22	11477200	11477400	U	U	U	U
chr22	11496800	11497000	U	U	U	U
chr22	11578000	11578200	U	U	U	U
chr22	11578400	11578600	U	U	U	U
chr22	11579800	11580000	U	U	U	U
chr22	11584600	11584800	U	U	U	U
chr22	11585200	11585400	U	U	U	U
chr22	11597600	11597800	U	U	U	U
chr22	11597800	11598000	U	U	U	U
chr22	11598800	11599000	U	U	U	U
chr22	11599400	11599600	U	U	U	U
chr22	11601000	11601200	U	U	U	U
chr22	11601200	11601400	U	U	U	U
chr22	11601800	11602000	U	U	U	U
chr22	11605000	11605200	U	U	U	U
chr22	11614200	11614400	U	U	U	U
chr22	11622400	11622600	U	U	U	U
chr22	11623200	11623400	U	U	U	U
chr22	11624200	11624400	U	U	U	U
chr22	11625200	11625400	U	U	U	U
chr22	11628000	11628200	U	U	U	U
chr22	11628800	11629000	U	U	U	U
chr22	11629000	11629200	U	U	U	U
chr22	11694000	11694200	U	U	U	U
chr22	11698600	11698800	U	U	U	U
chr22	11700400	11700600	U	U	U	U
chr22	11711600	11711800	U	U	U	U
chr22	11711800	11712000	U	U	U	U
chr22	11716600	11716800	U	U	U	U
chr22	11775800	11776000	U	U	U	U
chr22	11780800	11781000	U	U	U	U
chr22	11781800	11782000	U	U	U	U
chr22	11817200	11817400	U	U	U	U
chr22	11821200	11821400	U	U	U	U
chr22	11829000	11829200	U	U	U	U
chr22	11829600	11829800	U	U	U	U
chr22	11834600	11834800	U	U	U	U
chr22	11842800	11843000	U	U	U	U
chr22	11854800	11855000	U	U	U	U
chr22	11856000	11856200	U	U	U	U
chr22	11860800	11861000	U	U	U	U
chr22	11861400	11861600	U	U	U	U
chr22	11862000	11862200	U	U	U	U
chr22	11862800	11863000	U	U	U	U
chr22	11863600	11863800	U	U	U	U
chr22	11868800	11869000	U	U	U	U
chr22	11874800	11875000	U	U	U	U
chr22	11878400	11878600	U	U	U	U
chr22	11879600	11879800	U	U	U	U
chr22	11883200	11883400	U	U	U	U
chr22	11883400	11883600	U	U	U	U
chr22	11883600	11883800	U	U	U	U
chr22	11887400	11887600	U	U	U	U
chr22	11888200	11888400	U	U	U	U
chr22	11890800	11891000	U	U	U	U
chr22	11891000	11891200	U	U	U	U
chr22	11891800	11892000	U	U	U	U
chr22	11892200	11892400	U	U	U	U
chr22	11893200	11893400	U	U	U	U
chr22	11893400	11893600	U	U	U	U
chr22	11899400	11899600	U	U	U	U
chr22	11899600	11899800	U	U	U	U
chr22	11902800	11903000	U	U	U	U
chr22	11909200	11909400	U	U	U	U
chr22	11910000	11910200	U	U	U	U
chr22	11912800	11913000	U	U	U	U
chr22	11914200	11914400	U	U	U	U
chr22	11914600	11914800	U	U	U	U
chr22	11915200	11915400	U	U	U	U
chr22	11924800	11925000	U	U	U	U
chr22	11925000	11925200	U	U	U	U
chr22	11925200	11925400	U	U	U	U
chr22	11931600	11931800	U	U	U	U
chr22	11932000	11932200	U	U	U	U
chr22	11932600	11932800	U	U	U	U
chr22	11933600	11933800	U	U	U	U
chr22	11933800	11934000	U	U	U	U
chr22	11934000	11934200	U	U	U	U
chr22	11937000	11937200	U	U	U	U
chr22	11971600	11971800	U	U	U	U
chr22	11972200	11972400	U	U	U	U
chr22	12029400	12029600	U	U	U	U
chr22	12038000	12038200	U	U	U	U
chr22	12049400	12049600	U	U	U	U
chr22	12051200	12051400	U	U	U	U
chr22	12052000	12052200	U	U	U	U
chr22	12053800	12054000	U	U	U	U
chr22	12056000	12056200	U	U	U	U
chr22	12056400	12056600	U	U	U	U
chr22	12057800	12058000	U	U	U	U
chr22	12059200	12059400	U	U	U	U
chr22	12064800	12065000	U	U	U	U
chr22	12065000	12065200	U	U	U	U
chr22	12065600	12065800	U	U	U	U
chr22	12069400	12069600	U	U	U	U
chr22	12095800	12096000	U	U	U	U
chr22	12096800	12097000	U	U	U	U
chr22	12116200	12116400	U	U	U	U
chr22	12121400	12121600	U	U	U	U
chr22	12121800	12122000	U	U	U	U
chr22	12128600	12128800	U	U	U	U
chr22	12136000	12136200	U	U	U	U
chr22	12137000	12137200	U	U	U	U
chr22	12137400	12137600	U	U	U	U
chr22	12144800	12145000	U	U	U	U
chr22	12145200	12145400	U	U	U	U
chr22	12159600	12159800	U	U	U	U
chr22	12163000	12163200	U	U	U	U
chr22	12177800	12178000	U	U	U	U
chr22	12185000	12185200	U	U	U	U
chr22	12208200	12208400	U	U	U	U
chr22	12210000	12210200	U	U	U	U
chr22	12210200	12210400	U	U	U	U
chr22	12210400	12210600	U	U	U	U
chr22	12216000	12216200	U	U	U	U
chr22	12217400	12217600	U	U	U	U
chr22	12217600	12217800	U	U	U	U
chr22	12218200	12218400	U	U	U	U
chr22	12218800	12219000	U	U	U	U
chr22	12219400	12219600	U	U	U	U
chr22	12221000	12221200	U	U	U	U
chr22	12221600	12221800	U	U	U	U
chr22	12223200	12223400	U	U	U	U
chr22	12281800	12282000	U	U	U	U
chr22	12283800	12284000	U	U	U	U
chr22	12284400	12284600	U	U	U	U
chr22	12284600	12284800	U	U	U	U
chr22	12285800	12286000	U	U	U	U
chr22	12289400	12289600	U	U	U	U
chr22	12290600	12290800	U	U	U	U
chr22	12291400	12291600	U	U	U	U
chr22	12295200	12295400	U	U	U	U
chr22	12295800	12296000	U	U	U	U
chr22	12304600	12304800	U	U	U	U
chr22	12306800	12307000	U	U	U	U
chr22	12307400	12307600	U	U	U	U
chr22	12308200	12308400	U	U	U	U
chr22	12312000	12312200	U	U	U	U
chr22	12312600	12312800	U	U	U	U
chr22	12328400	12328600	U	U	U	U
chr22	12536200	12536400	U	U	U	U
chr22	12552600	12552800	U	U	U	U
chr22	12553000	12553200	U	U	U	U
chr22	12556200	12556400	U	U	U	U
chr22	12557600	12557800	U	U	U	U
chr22	12572800	12573000	U	U	U	U
chr22	12573200	12573400	U	U	U	U
chr22	12573800	12574000	U	U	U	U
chr22	12574000	12574200	U	U	U	U
chr22	12574600	12574800	U	U	U	U
chr22	12577000	12577200	U	U	U	U
chr22	12578800	12579000	U	U	U	U
chr22	12580200	12580400	U	U	U	U
chr22	12582600	12582800	U	U	U	U
chr22	12584000	12584200	U	U	U	U
chr22	12584200	12584400	U	U	U	U
chr22	12584600	12584800	U	U	U	U
chr22	12585000	12585200	U	U	U	U
chr22	12586000	12586200	U	U	U	U
chr22	12586200	12586400	U	U	U	U
chr22	12587000	12587200	U	U	U	U
chr22	12597000	12597200	U	U	U	U
chr22	12597200	12597400	U	U	U	U
chr22	12599600	12599800	U	U	U	U
chr22	12600400	12600600	U	U	U	U
chr22	12609800	12610000	U	U	U	U
chr22	12610600	12610800	U	U	U	U
chr22	12610800	12611000	U	U	U	U
chr22	12611200	12611400	U	U	U	U
chr22	12616200	12616400	U	U	U	U
chr22	12617200	12617400	U	U	U	U
chr22	12620800	12621000	U	U	U	U
chr22	12624200	12624400	U	U	U	U
chr22	12626400	12626600	U	U	U	U
chr22	12628200	12628400	U	U	U	U
chr22	12694200	12694400	U	U	U	U
chr22	12696000	12696200	U	U	U	U
chr22	12696400	12696600	U	U	U	U
chr22	12711000	12711200	U	U	U	U
chr22	12722600	12722800	U	U	U	U
chr22	12724200	12724400	U	U	U	U
chr22	12724400	12724600	U	U	U	U
chr22	12792000	12792200	U	U	U	U
chr22	12795600	12795800	U	U	U	U
chr22	12813400	12813600	U	U	U	U
chr22	12813800	12814000	U	U	U	U
chr22	12815800	12816000	U	U	U	U
chr22	12816800	12817000	U	U	U	U
chr22	12817400	12817600	U	U	U	U
chr22	12868600	12868800	U	U	U	U
chr22	12870200	12870400	U	U	U	U
chr22	12884200	12884400	U	U	U	U
chr22	12887000	12887200	U	U	U	U
chr22	12887600	12887800	U	U	U	U
chr22	12890200	12890400	U	U	U	U
chr22	12890600	12890800	U	U	U	U
chr22	12892800	12893000	U	U	U	U
chr22	12894000	12894200	U	U	U	U
chr22	12898400	12898600	U	U	U	U
chr22	12900000	12900200	U	U	U	U
chr22	12901200	12901400	U	U	U	U
chr22	15214000	15214200	U	U	U	U
chr22	15222800	15223000	U	U	U	U
chr22	15236400	15236600	U	U	U	U
chr22	15239000	15239200	U	U	U	U
chr22	15239400	15239600	U	U	U	U
chr22	15248000	15248200	U	U	U	U
chr22	15251400	15251600	U	U	U	U
chr22	15264600	15264800	U	U	U	U
chr22	15266400	15266600	U	U	U	U
chr22	15268800	15269000	U	U	U	U
chr22	15270000	15270200	U	U	U	U
chr22	15272200	15272400	U	U	U	U
chr22	15272400	15272600	U	U	U	U
chr22	15273600	15273800	U	U	U	U
chr22	15274200	15274400	U	U	U	U
chr22	15275000	15275200	U	U	U	U
chr22	15297200	15297400	U	U	U	U
chr22	15305400	15305600	U	U	U	U
chr22	15308400	15308600	U	U	U	U
chr22	15312200	15312400	U	U	U	U
chr22	15312400	15312600	U	U	U	U
chr22	15313400	15313600	U	U	U	U
chr22	15314600	15314800	U	U	U	U
chr22	15315200	15315400	U	U	U	U
chr22	15321400	15321600	U	U	U	U
chr22	15322600	15322800	U	U	U	U
chr22	15328000	15328200	U	U	U	U
chr22	15342600	15342800	U	U	U	U
chr22	15343200	15343400	U	U	U	U
chr22	15345600	15345800	U	U	U	U
chr22	15346800	15347000	U	U	U	U
chr22	15474600	15474800	U	U	U	U
chr22	15475200	15475400	U	U	U	U
chr22	15478600	15478800	U	U	U	U
chr22	15485200	15485400	U	U	U	U
chr22	15487000	15487200	U	U	U	U
chr22	15487200	15487400	U	U	U	U
chr22	15490800	15491000	U	U	U	U
chr22	15491400	15491600	U	U	U	U
chr22	15492400	15492600	U	U	U	U
chr22	15506200	15506400	U	U	U	U
chr22	15508600	15508800	U	U	U	U
chr22	15511600	15511800	U	U	U	U
chr22	15522000	15522200	U	U	U	U
chr22	15523200	15523400	U	U	U	U
chr22	15524600	15524800	U	U	U	U
chr22	15526000	15526200	U	U	U	U
chr22	15526200	15526400	U	U	U	U
chr22	15528400	15528600	U	U	U	U
chr22	15529200	15529400	U	U	U	U
chr22	15529400	15529600	U	U	U	U
chr22	15530600	15530800	U	U	U	U
chr22	15532200	15532400	U	U	U	U
chr22	15541000	15541200	U	U	U	U
chr22	15541200	15541400	U	U	U	U
chr22	15543200	15543400	U	U	U	U
chr22	15543400	15543600	U	U	U	U
chr22	15544200	15544400	U	U	U	U
chr22	15544600	15544800	U	U	U	U
chr22	15545600	15545800	U	U	U	U
chr22	15545800	15546000	U	U	U	U
chr22	15550000	15550200	U	U	U	U
chr22	15550200	15550400	U	U	U	U
chr22	15551800	15552000	U	U	U	U
chr22	15552000	15552200	U	U	U	U
chr22	15552600	15552800	U	U	U	U
chr22	15553400	15553600	U	U	U	U
chr22	15553600	15553800	U	U	U	U
chr22	15553800	15554000	U	U	U	U
chr22	15554200	15554400	U	U	U	U
chr22	15559600	15559800	U	U	U	U
chr22	15562800	15563000	U	U	U	U
chr22	15563800	15564000	U	U	U	U
chr22	15564600	15564800	U	U	U	U
chr22	15568600	15568800	U	U	U	U
chr22	15569200	15569400	U	U	U	U
chr22	15574800	15575000	U	U	U	U
chr22	15575000	15575200	U	U	U	U
chr22	15576000	15576200	U	U	U	U
chr22	15578400	15578600	U	U	U	U
chr22	15581600	15581800	U	U	U	U
chr22	15584200	15584400	U	U	U	U
chr22	15590000	15590200	U	U	U	U
chr22	15592200	15592400	U	U	U	U
chr22	15602400	15602600	U	U	U	U
chr22	15603200	15603400	U	U	U	U
chr22	15603800	15604000	U	U	U	U
chr22	15611600	15611800	U	U	U	U
chr22	15611800	15612000	U	U	U	U
chr22	15613000	15613200	U	U	U	U
chr22	15616000	15616200	U	U	U	U
