chr	start	end	ATAC	CTCF	REST	EP300
chr22	46296800	46297000	B	B	B	U
chr22	46563800	46564000	B	B	U	U
chr22	46599000	46599200	U	B	U	U
chr22	46797600	46797800	B	B	U	U
chr22	46878600	46878800	B	B	U	U
chr22	47169600	47169800	U	B	U	U
chr22	47434800	47435000	U	B	U	U
chr22	47435000	47435200	U	B	U	U
chr22	47626800	47627000	B	B	U	U
chr22	47776600	47776800	U	B	U	U
chr22	48943800	48944000	B	B	U	U
chr22	49046800	49047000	B	B	B	U
chr22	49305200	49305400	B	B	B	U
chr22	49702000	49702200	U	B	U	U
chr22	49725000	49725200	B	B	B	U
chr22	49967200	49967400	U	B	U	U
chr22	50012600	50012800	B	B	B	U
chr22	50030200	50030400	B	B	B	U
chr22	50035600	50035800	U	B	U	U
chr22	50103000	50103200	B	B	B	U
chr22	50190400	50190600	B	B	B	U
chr22	50190600	50190800	B	B	B	U
chr22	50206800	50207000	U	B	U	U
chr22	50252400	50252600	B	B	B	U
chr22	50525600	50525800	B	B	B	U
chr22	50562800	50563000	B	B	B	U
chr22	50613600	50613800	B	B	U	U
chr22	50620600	50620800	B	B	U	U
chr22	50641800	50642000	U	B	U	U
chr22	50696600	50696800	U	B	U	U
chr22	10517800	10518000	U	U	U	U
chr22	10521400	10521600	U	U	U	U
chr22	10521800	10522000	U	U	U	U
chr22	10522000	10522200	U	U	U	U
chr22	10525200	10525400	U	U	U	U
chr22	10530000	10530200	U	U	U	U
chr22	10533400	10533600	U	U	U	U
chr22	10538000	10538200	U	U	U	U
chr22	10539400	10539600	U	U	U	U
chr22	10541400	10541600	U	U	U	U
chr22	10541600	10541800	U	U	U	U
chr22	10548000	10548200	U	U	U	U
chr22	10548600	10548800	U	U	U	U
chr22	10552600	10552800	U	U	U	U
chr22	10558200	10558400	U	U	U	U
chr22	10558600	10558800	U	U	U	U
chr22	10558800	10559000	U	U	U	U
chr22	10570800	10571000	U	U	U	U
chr22	10573000	10573200	U	U	U	U
chr22	10573600	10573800	U	U	U	U
chr22	10579600	10579800	U	U	U	U
chr22	10583400	10583600	U	U	U	U
chr22	10590800	10591000	U	U	U	U
chr22	10600600	10600800	U	U	U	U
chr22	10601200	10601400	U	U	U	U
chr22	10603000	10603200	U	U	U	U
chr22	10606600	10606800	U	U	U	U
chr22	10608800	10609000	U	U	U	U
chr22	10611200	10611400	U	U	U	U
chr22	10613800	10614000	U	U	U	U
chr22	10614800	10615000	U	U	U	U
chr22	10624600	10624800	U	U	U	U
chr22	10624800	10625000	U	U	U	U
chr22	10625400	10625600	U	U	U	U
chr22	10625600	10625800	U	U	U	U
chr22	10627800	10628000	U	U	U	U
chr22	10632600	10632800	U	U	U	U
chr22	10646600	10646800	U	U	U	U
chr22	10648000	10648200	U	U	U	U
chr22	10651800	10652000	U	U	U	U
chr22	10652400	10652600	U	U	U	U
chr22	10659600	10659800	U	U	U	U
chr22	10660200	10660400	U	U	U	U
chr22	10660400	10660600	U	U	U	U
chr22	10664600	10664800	U	U	U	U
chr22	10679000	10679200	U	U	U	U
chr22	10685600	10685800	U	U	U	U
chr22	10690200	10690400	U	U	U	U
chr22	10695600	10695800	U	U	U	U
chr22	10695800	10696000	U	U	U	U
chr22	10697000	10697200	U	U	U	U
chr22	10698400	10698600	U	U	U	U
chr22	10703000	10703200	U	U	U	U
chr22	10703200	10703400	U	U	U	U
chr22	10703600	10703800	U	U	U	U
chr22	10706000	10706200	U	U	U	U
chr22	10706600	10706800	U	U	U	U
chr22	10706800	10707000	U	U	U	U
chr22	10708600	10708800	U	U	U	U
chr22	10709400	10709600	U	U	U	U
chr22	10710000	10710200	U	U	U	U
chr22	10716200	10716400	U	U	U	U
chr22	10736600	10736800	U	U	U	U
chr22	10739400	10739600	U	U	U	U
chr22	10740400	10740600	U	U	U	U
chr22	10740800	10741000	U	U	U	U
chr22	10741600	10741800	U	U	U	U
chr22	10741800	10742000	U	U	U	U
chr22	10748000	10748200	U	U	U	U
chr22	10749200	10749400	U	U	U	U
chr22	10751800	10752000	U	U	U	U
chr22	10752000	10752200	U	U	U	U
chr22	10753200	10753400	U	U	U	U
chr22	10753800	10754000	U	U	U	U
chr22	10756000	10756200	U	U	U	U
chr22	10762000	10762200	U	U	U	U
chr22	10778800	10779000	U	U	U	U
chr22	10779600	10779800	U	U	U	U
chr22	10836800	10837000	U	U	U	U
chr22	10856400	10856600	U	U	U	U
chr22	10857400	10857600	U	U	U	U
chr22	10861200	10861400	U	U	U	U
chr22	10866000	10866200	U	U	U	U
chr22	10867200	10867400	U	U	U	U
chr22	10870000	10870200	U	U	U	U
chr22	10870200	10870400	U	U	U	U
chr22	10871000	10871200	U	U	U	U
chr22	10872400	10872600	U	U	U	U
chr22	10873400	10873600	U	U	U	U
chr22	10873600	10873800	U	U	U	U
chr22	10937600	10937800	U	U	U	U
chr22	10940600	10940800	U	U	U	U
chr22	10942000	10942200	U	U	U	U
chr22	10948400	10948600	U	U	U	U
chr22	10952800	10953000	U	U	U	U
chr22	10954600	10954800	U	U	U	U
chr22	10961000	10961200	U	U	U	U
chr22	10961200	10961400	U	U	U	U
chr22	10961400	10961600	U	U	U	U
chr22	10964000	10964200	U	U	U	U
chr22	10966200	10966400	U	U	U	U
chr22	11018200	11018400	U	U	U	U
chr22	11020800	11021000	U	U	U	U
chr22	11028800	11029000	U	U	U	U
chr22	11046200	11046400	U	U	U	U
chr22	11055800	11056000	B	U	U	U
chr22	11141000	11141200	U	U	U	U
chr22	11144400	11144600	U	U	U	U
chr22	11158400	11158600	U	U	U	U
chr22	11158600	11158800	U	U	U	U
chr22	11159200	11159400	U	U	U	U
chr22	11247400	11247600	U	U	U	U
chr22	11249800	11250000	U	U	U	U
chr22	11250000	11250200	U	U	U	U
chr22	11253000	11253200	U	U	U	U
chr22	11254400	11254600	U	U	U	U
chr22	11259000	11259200	U	U	U	U
chr22	11259600	11259800	U	U	U	U
chr22	11260200	11260400	U	U	U	U
chr22	11261000	11261200	U	U	U	U
chr22	11262600	11262800	U	U	U	U
chr22	11272200	11272400	U	U	U	U
chr22	11277000	11277200	U	U	U	U
chr22	11277200	11277400	U	U	U	U
chr22	11279400	11279600	U	U	U	U
chr22	11279800	11280000	U	U	U	U
chr22	11280200	11280400	U	U	U	U
chr22	11282800	11283000	U	U	U	U
chr22	11286400	11286600	U	U	U	U
chr22	11297000	11297200	U	U	U	U
chr22	11297400	11297600	U	U	U	U
chr22	11303800	11304000	U	U	U	U
chr22	11304000	11304200	U	U	U	U
chr22	11304200	11304400	U	U	U	U
chr22	11308600	11308800	U	U	U	U
chr22	11315400	11315600	U	U	U	U
chr22	11315600	11315800	U	U	U	U
chr22	11326400	11326600	U	U	U	U
chr22	11350200	11350400	U	U	U	U
chr22	11355000	11355200	U	U	U	U
chr22	11355400	11355600	U	U	U	U
chr22	11356600	11356800	U	U	U	U
chr22	11474800	11475000	U	U	U	U
chr22	11490400	11490600	U	U	U	U
chr22	11564400	11564600	U	U	U	U
chr22	11564800	11565000	U	U	U	U
chr22	11578600	11578800	U	U	U	U
chr22	11585000	11585200	U	U	U	U
chr22	11585800	11586000	U	U	U	U
chr22	11602800	11603000	U	U	U	U
chr22	11603200	11603400	U	U	U	U
chr22	11603800	11604000	U	U	U	U
chr22	11604600	11604800	U	U	U	U
chr22	11611200	11611400	U	U	U	U
chr22	11620600	11620800	U	U	U	U
chr22	11624400	11624600	U	U	U	U
chr22	11628400	11628600	U	U	U	U
chr22	11628600	11628800	U	U	U	U
chr22	11692400	11692600	U	U	U	U
chr22	11693400	11693600	U	U	U	U
chr22	11694200	11694400	U	U	U	U
chr22	11702800	11703000	U	U	U	U
chr22	11775000	11775200	U	U	U	U
chr22	11776000	11776200	U	U	U	U
chr22	11781600	11781800	U	U	U	U
chr22	11785600	11785800	U	U	U	U
chr22	11817600	11817800	U	U	U	U
chr22	11829200	11829400	U	U	U	U
chr22	11829400	11829600	U	U	U	U
chr22	11842200	11842400	U	U	U	U
chr22	11855000	11855200	U	U	U	U
chr22	11855400	11855600	U	U	U	U
chr22	11860200	11860400	U	U	U	U
chr22	11865600	11865800	U	U	U	U
chr22	11865800	11866000	U	U	U	U
chr22	11875600	11875800	U	U	U	U
chr22	11876400	11876600	U	U	U	U
chr22	11878200	11878400	U	U	U	U
chr22	11884800	11885000	U	U	U	U
chr22	11885000	11885200	U	U	U	U
chr22	11885200	11885400	U	U	U	U
chr22	11885600	11885800	U	U	U	U
chr22	11888800	11889000	U	U	U	U
chr22	11890000	11890200	U	U	U	U
chr22	11893600	11893800	U	U	U	U
chr22	11905000	11905200	U	U	U	U
chr22	11905400	11905600	U	U	U	U
chr22	11911400	11911600	U	U	U	U
chr22	11924400	11924600	U	U	U	U
chr22	11931200	11931400	U	U	U	U
chr22	11931400	11931600	U	U	U	U
chr22	11932800	11933000	U	U	U	U
chr22	11934600	11934800	U	U	U	U
chr22	11973200	11973400	U	U	U	U
chr22	11973600	11973800	U	U	U	U
chr22	12028600	12028800	U	U	U	U
chr22	12037600	12037800	U	U	U	U
chr22	12038400	12038600	U	U	U	U
chr22	12038600	12038800	U	U	U	U
chr22	12040000	12040200	U	U	U	U
chr22	12040600	12040800	U	U	U	U
chr22	12041800	12042000	U	U	U	U
chr22	12048400	12048600	U	U	U	U
chr22	12048600	12048800	U	U	U	U
chr22	12055600	12055800	U	U	U	U
chr22	12056200	12056400	U	U	U	U
chr22	12056600	12056800	U	U	U	U
chr22	12057600	12057800	U	U	U	U
chr22	12064400	12064600	U	U	U	U
chr22	12070000	12070200	U	U	U	U
chr22	12078000	12078200	U	U	U	U
chr22	12090000	12090200	U	U	U	U
chr22	12096000	12096200	U	U	U	U
chr22	12097000	12097200	U	U	U	U
chr22	12097600	12097800	U	U	U	U
chr22	12097800	12098000	U	U	U	U
chr22	12098200	12098400	U	U	U	U
chr22	12098400	12098600	U	U	U	U
chr22	12126800	12127000	U	U	U	U
chr22	12130200	12130400	U	U	U	U
chr22	12130400	12130600	U	U	U	U
chr22	12136600	12136800	U	U	U	U
chr22	12144400	12144600	U	U	U	U
chr22	12144600	12144800	U	U	U	U
chr22	12145400	12145600	U	U	U	U
chr22	12162600	12162800	U	U	U	U
chr22	12162800	12163000	U	U	U	U
chr22	12170800	12171000	U	U	U	U
chr22	12171000	12171200	U	U	U	U
chr22	12173600	12173800	U	U	U	U
chr22	12178000	12178200	U	U	U	U
chr22	12184800	12185000	U	U	U	U
chr22	12197600	12197800	U	U	U	U
chr22	12206400	12206600	U	U	U	U
chr22	12217800	12218000	U	U	U	U
chr22	12219800	12220000	U	U	U	U
chr22	12220000	12220200	U	U	U	U
chr22	12220200	12220400	U	U	U	U
chr22	12222400	12222600	U	U	U	U
chr22	12222600	12222800	U	U	U	U
chr22	12224200	12224400	U	U	U	U
chr22	12287200	12287400	U	U	U	U
chr22	12287800	12288000	U	U	U	U
chr22	12289200	12289400	U	U	U	U
chr22	12292000	12292200	U	U	U	U
chr22	12298800	12299000	U	U	U	U
chr22	12307000	12307200	U	U	U	U
chr22	12307200	12307400	U	U	U	U
chr22	12308400	12308600	U	U	U	U
chr22	12308800	12309000	U	U	U	U
chr22	12309000	12309200	U	U	U	U
chr22	12552000	12552200	U	U	U	U
chr22	12552800	12553000	U	U	U	U
chr22	12557400	12557600	U	U	U	U
chr22	12568400	12568600	U	U	U	U
chr22	12569400	12569600	U	U	U	U
chr22	12572600	12572800	U	U	U	U
chr22	12574800	12575000	U	U	U	U
chr22	12575400	12575600	U	U	U	U
chr22	12579800	12580000	U	U	U	U
chr22	12580600	12580800	U	U	U	U
chr22	12583600	12583800	U	U	U	U
chr22	12600600	12600800	U	U	U	U
chr22	12601600	12601800	B	U	U	U
chr22	12602400	12602600	B	U	U	U
chr22	12603200	12603400	U	U	U	U
chr22	12605000	12605200	U	U	U	U
chr22	12605200	12605400	U	U	U	U
chr22	12609600	12609800	U	U	U	U
chr22	12616400	12616600	U	U	U	U
chr22	12617000	12617200	U	U	U	U
chr22	12617400	12617600	U	U	U	U
chr22	12619600	12619800	U	U	U	U
chr22	12620000	12620200	U	U	U	U
chr22	12622800	12623000	U	U	U	U
chr22	12624600	12624800	U	U	U	U
chr22	12625600	12625800	U	U	U	U
chr22	12626000	12626200	U	U	U	U
chr22	12626200	12626400	U	U	U	U
chr22	12627200	12627400	U	U	U	U
chr22	12630200	12630400	U	U	U	U
chr22	12630600	12630800	U	U	U	U
chr22	12631000	12631200	U	U	U	U
chr22	12696200	12696400	U	U	U	U
chr22	12703800	12704000	U	U	U	U
chr22	12704400	12704600	U	U	U	U
chr22	12705800	12706000	U	U	U	U
chr22	12708000	12708200	U	U	U	U
chr22	12708600	12708800	U	U	U	U
chr22	12710200	12710400	U	U	U	U
chr22	12711200	12711400	U	U	U	U
chr22	12714000	12714200	U	U	U	U
chr22	12715400	12715600	U	U	U	U
chr22	12717200	12717400	U	U	U	U
chr22	12717400	12717600	U	U	U	U
chr22	12718400	12718600	U	U	U	U
chr22	12724000	12724200	U	U	U	U
chr22	12794600	12794800	U	U	U	U
chr22	12868800	12869000	U	U	U	U
chr22	12882200	12882400	U	U	U	U
chr22	12884400	12884600	U	U	U	U
chr22	12884800	12885000	U	U	U	U
chr22	12889800	12890000	U	U	U	U
chr22	12890400	12890600	U	U	U	U
chr22	12891000	12891200	U	U	U	U
chr22	12892600	12892800	U	U	U	U
chr22	12893000	12893200	U	U	U	U
chr22	12893200	12893400	U	U	U	U
chr22	12893400	12893600	U	U	U	U
chr22	12899000	12899200	U	U	U	U
chr22	15221600	15221800	U	U	U	U
chr22	15222600	15222800	U	U	U	U
chr22	15228200	15228400	U	U	U	U
chr22	15228400	15228600	U	U	U	U
chr22	15230600	15230800	U	U	U	U
chr22	15230800	15231000	U	U	U	U
chr22	15235200	15235400	U	U	U	U
chr22	15236200	15236400	U	U	U	U
chr22	15244600	15244800	U	U	U	U
chr22	15247600	15247800	U	U	U	U
chr22	15254600	15254800	U	U	U	U
chr22	15263400	15263600	U	U	U	U
chr22	15264800	15265000	U	U	U	U
chr22	15265200	15265400	U	U	U	U
chr22	15267200	15267400	U	U	U	U
chr22	15269000	15269200	U	U	U	U
chr22	15271400	15271600	U	U	U	U
chr22	15272600	15272800	U	U	U	U
chr22	15273400	15273600	U	U	U	U
chr22	15292200	15292400	U	U	U	U
chr22	15305000	15305200	U	U	U	U
chr22	15308200	15308400	U	U	U	U
chr22	15309800	15310000	U	U	U	U
chr22	15313000	15313200	U	U	U	U
chr22	15313600	15313800	U	U	U	U
chr22	15315000	15315200	U	U	U	U
chr22	15322400	15322600	U	U	U	U
chr22	15323200	15323400	U	U	U	U
chr22	15323400	15323600	U	U	U	U
chr22	15325000	15325200	U	U	U	U
chr22	15342200	15342400	U	U	U	U
chr22	15344000	15344200	U	U	U	U
chr22	15345000	15345200	U	U	U	U
chr22	15345200	15345400	U	U	U	U
chr22	15346400	15346600	U	U	U	U
chr22	15346600	15346800	U	U	U	U
chr22	15349600	15349800	U	U	U	U
chr22	15350000	15350200	U	U	U	U
chr22	15351000	15351200	U	U	U	U
chr22	15473600	15473800	U	U	U	U
chr22	15476600	15476800	U	U	U	U
chr22	15479800	15480000	U	U	U	U
chr22	15486800	15487000	U	U	U	U
chr22	15505200	15505400	U	U	U	U
chr22	15505600	15505800	U	U	U	U
chr22	15507800	15508000	U	U	U	U
chr22	15513400	15513600	U	U	U	U
chr22	15514800	15515000	U	U	U	U
chr22	15515800	15516000	U	U	U	U
chr22	15516800	15517000	U	U	U	U
chr22	15524200	15524400	U	U	U	U
chr22	15527800	15528000	U	U	U	U
chr22	15529000	15529200	U	U	U	U
chr22	15530800	15531000	U	U	U	U
chr22	15540600	15540800	U	U	U	U
chr22	15541400	15541600	U	U	U	U
chr22	15543000	15543200	U	U	U	U
chr22	15549200	15549400	U	U	U	U
chr22	15549400	15549600	U	U	U	U
chr22	15558200	15558400	U	U	U	U
chr22	15560000	15560200	U	U	U	U
chr22	15560200	15560400	U	U	U	U
chr22	15561200	15561400	U	U	U	U
chr22	15561400	15561600	U	U	U	U
chr22	15562600	15562800	U	U	U	U
chr22	15563200	15563400	U	U	U	U
chr22	15564200	15564400	U	U	U	U
chr22	15564800	15565000	U	U	U	U
chr22	15565400	15565600	U	U	U	U
chr22	15571000	15571200	U	U	U	U
chr22	15571200	15571400	U	U	U	U
chr22	15572200	15572400	U	U	U	U
chr22	15572600	15572800	U	U	U	U
chr22	15577600	15577800	U	U	U	U
chr22	15601800	15602000	U	U	U	U
chr22	15603600	15603800	U	U	U	U
chr22	15611400	15611600	U	U	U	U
chr22	15612000	15612200	U	U	U	U
chr22	15613200	15613400	U	U	U	U
chr22	15615200	15615400	U	U	U	U
chr22	15622800	15623000	U	U	U	U
chr22	15623600	15623800	U	U	U	U
chr22	15624600	15624800	U	U	U	U
chr22	15624800	15625000	U	U	U	U
chr22	15626600	15626800	U	U	U	U
chr22	15627600	15627800	U	U	U	U
chr22	15629800	15630000	U	U	U	U
chr22	15630400	15630600	U	U	U	U
chr22	15630600	15630800	U	U	U	U
chr22	15630800	15631000	U	U	U	U
chr22	15631400	15631600	U	U	U	U
chr22	15632200	15632400	U	U	U	U
chr22	15633000	15633200	U	U	U	U
chr22	15636000	15636200	U	U	U	U
chr22	15636800	15637000	U	U	U	U
chr22	15637200	15637400	U	U	U	U
chr22	15646200	15646400	U	U	U	U
chr22	15648200	15648400	U	U	U	U
chr22	15648400	15648600	U	U	U	U
chr22	15652200	15652400	U	U	U	U
chr22	15667800	15668000	U	U	U	U
chr22	15668600	15668800	U	U	U	U
chr22	15680400	15680600	U	U	U	U
chr22	15686000	15686200	U	U	U	U
chr22	15687400	15687600	U	U	U	U
chr22	15689000	15689200	U	U	U	U
chr22	15693000	15693200	U	U	U	U
chr22	15693600	15693800	U	U	U	U
chr22	15698600	15698800	U	U	U	U
chr22	15701200	15701400	U	U	U	U
chr22	15709000	15709200	U	U	U	U
chr22	15709200	15709400	U	U	U	U
chr22	15710400	15710600	U	U	U	U
chr22	15716000	15716200	U	U	U	U
chr22	15719600	15719800	U	U	U	U
chr22	15720600	15720800	U	U	U	U
chr22	15721600	15721800	U	U	U	U
chr22	15722800	15723000	U	U	U	U
chr22	15736800	15737000	U	U	U	U
chr22	15745000	15745200	U	U	U	U
chr22	15748800	15749000	U	U	U	U
chr22	15749400	15749600	U	U	U	U
chr22	15749600	15749800	U	U	U	U
chr22	15759800	15760000	U	U	U	U
chr22	15760800	15761000	U	U	U	U
chr22	15761800	15762000	U	U	U	U
